"ireg1.ecov","ireg2.ecov","naive.ecov","rewt.ecov","ireg1.len","ireg2.len","naive.len","rewt.len"
1,0,1,1,1.14248168287753,0.729842825845446,3.095079194861,1.20334591365933
1,0,1,1,1.21367988544403,0.701102315049313,2.86351593514896,1.31296965561012
1,0,1,1,1.10741487904114,0.739844415803333,2.81023708364003,1.34716442620764
1,0,1,1,1.17199262386825,0.715096777241297,3.15076616160367,1.31571379937015
1,0,1,1,1.11130302888339,0.770479532045105,3.19105071280959,1.26522446189548
1,0,1,1,1.1094104484454,0.750194141323917,3.10748026720526,1.30213156966884
0,0,1,0,1.12749053218635,0.774936406797851,3.17519628581047,1.12743251263462
1,0,1,0,1.10524538422491,0.732634678261765,3.2303253740059,1.27372914058306
1,0,1,1,1.02953822009391,0.689541583613664,2.88053878206175,1.23374633126842
1,0,1,1,1.05267067259676,0.69103693222034,2.94477167030175,1.18530084329741
1,0,1,1,1.13115623464136,0.722278642303302,3.16495100866637,1.34889465882955
1,0,1,1,1.04250887081266,0.74175331286561,2.96833931772242,1.20151211495163
1,0,1,1,1.13306193763055,0.769432058043931,3.24808656686613,1.32915547862567
1,0,1,1,1.04588967400227,0.674413001908747,2.87772677814306,1.35256616482567
1,0,1,1,1.14608643607925,0.722814162939618,3.20101034106398,1.30775342433044
1,0,1,1,1.12511444728121,0.740398868757669,3.20664089873276,1.43245670033842
1,0,1,1,1.09341730912681,0.669759610688247,2.90736465364109,1.22869690932581
1,0,1,1,1.17693923182156,0.719412670323536,2.84372272180518,1.31515624246156
1,0,1,1,1.02162747084548,0.66457291365991,2.33233511709911,1.10405359217519
1,0,1,1,0.99696715199811,0.681164767730223,3.13073507877509,1.29009745517388
0,0,1,1,1.0857419676768,0.720546551082691,3.35621631616996,1.35923896775689
1,0,1,1,1.13899365074813,0.717355038204478,2.90070923581705,1.24509789848072
1,0,1,1,1.15310370409073,0.750156765399036,3.29631935212435,1.27978644312138
1,0,1,1,1.04131196056002,0.661902938089635,2.91832069593206,1.23538682781829
1,0,1,1,1.20339063522246,0.690394394291451,2.90246915370918,1.33039142308335
1,0,1,1,1.23212267792634,0.752704906439321,3.40312785375837,1.36049321559877
1,0,1,1,1.15633677808174,0.766393237330179,2.98878398628033,1.18274305803706
1,0,1,1,1.0637499160966,0.750059568086547,2.8723103308094,1.29915071976426
1,0,1,1,1.0981439633674,0.729860549053725,3.23741763536661,1.23076666494254
1,0,1,1,1.20461715640287,0.729113238592139,3.03560563243646,1.25903445373918
1,0,1,1,1.2011668553147,0.664330126458105,3.3325975883385,1.39869196761497
1,0,1,1,1.11092139722681,0.624011119427988,2.93838318364372,1.42391990703808
1,0,1,1,1.05826245756327,0.700987539982932,2.87753368665071,1.21262928113159
1,0,1,1,1.04083201756447,0.706606492899693,2.78113543625423,1.27196535900701
1,0,1,1,1.10293232253151,0.704484723514695,3.13253446791191,1.35357340885229
1,0,1,1,1.15186971175168,0.738132266420036,2.94961900039494,1.23457961062787
1,0,1,1,1.1180719974444,0.722340524565198,2.70598216816144,1.26639266216645
1,0,1,1,1.23394382846933,0.768983692608532,3.33431568529431,1.48020973166351
1,0,1,1,1.15220938466615,0.711278096743412,3.32688279652289,1.30216087267384
1,0,1,1,1.13208534637044,0.696415310733089,2.9146036533082,1.17115319267478
1,0,1,0,1.1534661320759,0.682999744903098,3.15024285690832,1.47890787603089
1,0,1,1,1.12117925960852,0.76261474907126,3.00525739343041,1.31107380522348
1,0,1,1,1.03706181673998,0.776620090842032,3.40197698869834,1.41516590025951
1,0,1,1,1.11933369349407,0.712005709398589,3.28008425381036,1.34496498527207
1,0,1,0,1.05969220788015,0.709314845202649,3.26786033509093,1.41850719681391
1,0,1,1,1.11067116378967,0.705659422316545,2.76241203073977,1.22252943696663
1,0,1,1,1.10405630016708,0.696678844129781,2.81060421902442,1.14035828168776
1,0,1,1,1.05994769121376,0.709100531163031,2.95418359891769,1.29160264413793
1,0,1,1,1.11259561190958,0.756649313730229,2.98960872001971,1.3419611913903
1,0,1,1,1.03665159600592,0.665400081910723,3.10582064863474,1.41223039652902
1,0,1,1,1.01364068294598,0.738297920878622,2.97967392390887,1.23154364631344
1,0,1,1,1.1388098077124,0.689526147189975,2.6114224447869,1.17187421858363
1,0,1,1,1.19019394816108,0.750069899222394,3.36895956182305,1.27168402609728
1,0,1,1,1.07670510806681,0.701608226356266,3.01846824925968,1.31831548697055
1,0,1,1,1.03986229491664,0.777480004444211,2.92087684636466,1.29652023774092
1,0,1,1,1.05840272646056,0.712540037067939,3.00278071539277,1.13696902371777
1,0,1,1,1.10049661193773,0.711369155433713,2.9766488508083,1.20464936235116
1,0,1,1,1.16583386208037,0.686748134701634,2.7823801235653,1.21221236193147
0,0,0,1,1.00743382969957,0.64249744273189,2.41024554447246,1.1731618911712
1,0,1,1,1.17297700289103,0.777675772749701,3.34035162045308,1.31980458416702
0,0,1,1,1.13346836405076,0.75294970388687,3.58999750785178,1.39159487883593
1,0,1,1,1.0343155917572,0.700551351354827,2.53993840334341,1.17622129594383
1,0,1,1,1.16388408099346,0.757659990978906,2.94291985107993,1.22153084344728
1,0,1,1,1.15098242001295,0.807779204389239,3.23212171469265,1.24499325512156
1,0,1,1,1.06950743310085,0.713574639195099,3.20799007160251,1.24900035898415
1,0,1,1,1.17552654454399,0.750794400552802,2.76206056707885,1.33105191133378
1,0,1,1,1.10566813770933,0.747783391370841,3.19724281733254,1.35189380986091
1,0,1,1,1.13812940439644,0.755517361341604,2.91939831838525,1.26699711207421
1,0,1,1,1.14458742808936,0.744077642789444,2.91963497594874,1.242103299196
1,0,1,1,1.05082735190309,0.710700872703944,3.04354996983616,1.12751969832262
1,0,1,1,1.147531662894,0.78853722393834,3.21897261128369,1.14896373626999
1,0,1,1,1.1346150952222,0.742575560294565,3.11150367019594,1.29299663957058
1,0,1,1,1.07696539001679,0.694996390664677,3.10784426372264,1.17098619860746
1,0,1,1,1.03824166738682,0.674673010416555,3.35546724529893,1.41849299548446
1,0,1,1,1.10024806418967,0.672321692234503,3.29083546517196,1.20463208764848
1,0,1,1,1.13098253126085,0.708515280178168,2.87591650737516,1.22582139622129
1,0,1,1,1.19095632354184,0.714298863200713,2.91708674904953,1.43778816449225
1,0,1,1,1.07414405679226,0.747719679380338,3.30610338014929,1.34358268214653
0,0,1,1,1.08237990486185,0.804474775927661,3.14449204530155,1.26001618937203
1,0,1,1,1.08984831510922,0.706757219150722,3.28526633920661,1.2524826689559
1,0,1,1,1.01950885169666,0.70909893051792,2.91717879885789,1.22626352385069
1,0,1,1,1.08539550365035,0.693261537482781,3.0223941456271,1.25758114285387
1,0,1,1,1.0199228441179,0.67572071453795,3.220295865111,1.36502151394564
0,0,0,1,1.24428434314811,0.740343376948823,2.87679763716875,1.40014942760977
1,0,1,1,1.13203789172502,0.717089118656322,2.73540484603859,1.32235532169587
0,0,0,1,1.03515679981126,0.699041107975975,2.58179489691317,1.29844290160583
1,0,1,1,1.23797238462511,0.741684838381572,3.09866088521421,1.25405909318855
1,0,1,1,1.16615845669643,0.724187979754863,3.11912548032018,1.36301258696416
1,0,1,1,1.10155141254827,0.702044548767006,3.48023620796546,1.29002902821099
1,0,1,1,1.13269579160714,0.736204517887879,3.35175315555251,1.27869396451282
1,0,1,1,1.06073891542015,0.701633934895091,3.02594245320945,1.36975841579153
1,0,1,1,1.05469926308783,0.747212247789858,3.26888062761164,1.28906018761289
1,0,1,1,1.0925408249839,0.731962113923597,3.49609230749506,1.40910889200183
1,0,1,1,1.24884967553698,0.749302076123611,3.34235925980168,1.35313033106367
1,0,1,1,1.14447024920981,0.720921443424358,3.26216486963719,1.31457017217653
1,0,1,1,1.13739089355506,0.687219030705946,3.14644392914727,1.33118495687945
1,0,1,1,1.22832814141418,0.781859651792758,3.37266157001874,1.2435440764081
1,0,1,1,1.03189963079368,0.707081131049748,2.87488027734157,1.2911722412136
1,0,1,1,1.05477401541674,0.697590638432888,3.08026749938783,1.42871076894354
1,0,1,1,1.09366250991778,0.684502558953035,2.95672067460159,1.26246587895425
1,0,1,1,1.06345628220285,0.708402158983859,2.76519285868084,1.29759273726016
1,0,1,1,1.17279876088091,0.768144630564999,3.1322813019246,1.32767616313773
1,0,1,1,1.05656293109697,0.686929938249956,3.28258320305868,1.40252810917335
1,0,1,1,1.17890250538577,0.767377649180018,3.24530099335392,1.26461452845843
1,0,1,1,1.15841412229408,0.710412998595504,3.2070563955321,1.23740464504135
1,0,1,1,1.10770180449979,0.710761303194192,2.96052072010241,1.21068492422463
1,0,1,1,1.11932865096519,0.703032063106596,3.10808559129098,1.35097966141254
1,0,1,1,1.10936656093122,0.691539810487735,3.01134321921987,1.30445589544096
1,0,1,1,1.05286936239778,0.720426998216235,3.10990429466011,1.30354667655209
1,0,1,1,1.12153945132222,0.761295248678654,2.93275375551376,1.19239320843567
1,0,1,1,1.14558594549549,0.671544767784447,2.77311510685973,1.1844656457149
1,0,1,1,1.07660977379562,0.687141708320381,2.79381240007434,1.2865146818272
1,0,1,1,1.09918143284896,0.691659162079803,3.08275875722956,1.30642274005436
1,0,1,1,1.12871801865585,0.664010560845409,3.09289774649121,1.29261993313191
1,0,1,1,1.16024583565172,0.701820085528106,2.61676138135669,1.17407265137264
1,0,1,1,1.10487023173869,0.70071399483877,3.13765109284096,1.18063823094499
1,0,1,1,1.14703859982467,0.704710167870178,2.56158248466581,1.19704701086529
1,0,1,1,1.16745199588945,0.780056133613977,3.240909619268,1.417394973674
1,0,1,1,1.07211704556003,0.700673655741023,3.12225912059181,1.27782025195551
1,0,1,1,1.13662655531108,0.672451989998252,3.1036361425288,1.31716581971296
1,0,1,1,1.10336175332345,0.701587138261983,3.19324155531072,1.24328001376791
1,0,1,1,1.17990510998448,0.757673644566822,3.10995666736576,1.34497341364681
1,0,1,1,1.18929689618413,0.769920976104234,3.30749832783827,1.32648014456272
1,0,1,1,1.08785444015665,0.674567652660189,2.62544597985124,1.27967223413113
1,0,1,1,1.1490672610077,0.661354386525053,2.69051808836533,1.19746281879753
1,0,1,1,1.1828933581682,0.756274307417299,3.31259072481992,1.33676344074427
1,0,1,1,1.16634038640181,0.775066704509487,2.92620525738463,1.30081547821118
1,0,1,1,1.16934228366959,0.70991257356339,3.33849087293627,1.43111148588905
1,0,1,1,1.13384092041153,0.693284737301139,2.98227793807621,1.28026852734516
1,0,1,1,1.11691227337313,0.73971893555644,3.34228137437699,1.33521318747044
1,0,1,1,1.07383062903916,0.7100388739509,3.1446012279344,1.25240236895579
1,0,1,1,1.0889764859751,0.744090422450478,3.10316039180829,1.1968634227927
1,0,1,1,1.09736261938007,0.736201013109718,2.99652237475466,1.20286117144599
1,0,1,1,1.1525590310975,0.747145711570578,3.19723217207127,1.36366456213357
1,0,1,1,1.08136797393109,0.672390501369424,2.90881375599559,1.23505892600486
1,0,1,1,1.23747882761341,0.775137006511617,2.92780677359238,1.21792215690415
1,0,1,1,1.05646046932734,0.72674851054796,3.11468691147327,1.17124926574503
0,0,0,1,1.1315119301232,0.658975404834453,2.56287234487814,1.23602869447812
1,0,1,1,1.21844934062001,0.839532012404999,3.40751698408109,1.36113365088526
1,0,1,1,1.01118431784457,0.646634260103213,2.80910148075411,1.24905509357541
1,0,1,1,1.07922319343105,0.695683411783717,2.90090402781802,1.14791164485337
1,0,1,1,1.1685952868347,0.73472711274352,3.23658030514127,1.29102499195787
0,0,0,1,1.00662390428905,0.630634495595468,2.55390175075828,1.54625234572031
1,0,1,1,0.980043175461094,0.722239837705723,2.995823534287,1.27331403093143
1,0,1,1,1.27254094743638,0.842165706417619,3.25008574326222,1.25147319362022
1,0,1,1,1.05883948124212,0.706708140947072,3.13593084474458,1.30411557460891
1,0,1,1,1.00941672819903,0.635022519784408,2.82209313291134,1.20110878389673
1,0,1,1,1.07290703535238,0.73673694945587,3.20272109956754,1.31174235203588
0,0,0,1,1.11729975142986,0.676974547016316,2.68109615774714,1.1763948032428
1,0,1,1,1.05570287318052,0.686153136681729,3.13240862246372,1.32756554747844
1,0,1,1,1.23950683460709,0.772833444555315,3.34747982360394,1.49913301320001
0,0,1,1,1.07927040654245,0.747278617989743,3.62939509497668,1.19667838467001
1,0,1,1,1.13478925424762,0.688488290437314,2.99920575513731,1.31541398004548
1,0,1,1,1.11655379216941,0.743920449444098,3.04940457764505,1.17843586596067
1,0,1,1,1.17022676814311,0.698534974836222,3.15115879376002,1.32347465427433
1,0,1,0,0.960966946783214,0.673604528850051,2.73911542893265,1.30472151875534
1,0,1,1,1.21504938449177,0.747987856020347,3.22526198046574,1.30491485121435
1,0,1,1,1.03433592177812,0.683582400424876,3.08645344583355,1.17409464952097
1,0,1,1,1.11673268015494,0.759377488304444,3.26297421466931,1.24748836504087
1,0,1,1,1.13604151791254,0.741528578636819,3.10445650973969,1.19768764280118
1,0,1,1,1.06714100241592,0.744457176631474,2.98790082199296,1.18071354732739
1,0,1,1,1.11220377206094,0.718234458898795,2.90430904239145,1.19937730729464
1,0,1,1,1.1146331357885,0.729817346259674,3.33701969015528,1.22118606651554
1,0,1,1,1.05305595686169,0.724603007673532,3.243097705966,1.20239799071056
1,0,1,1,1.18225350313227,0.677954854738705,2.82420225041322,1.22796919081545
1,0,1,1,1.17868829456052,0.779255188858188,2.93038471030688,1.3412801907824
0,0,0,1,1.09762007801149,0.713464097313948,2.70696329776227,1.27724272938479
1,0,1,1,1.23012474492647,0.688033696982171,2.87211789121102,1.34209874198898
1,0,1,1,1.07421098402608,0.633535677888507,3.12342914871957,1.26955648471328
1,0,1,1,1.10772992915271,0.760596560620226,3.47931752498494,1.45727481553601
1,0,1,1,1.10681973477782,0.748949818196009,3.09136057724335,1.30931573317549
1,0,1,0,1.15433123553335,0.694296132695489,2.99219562929301,1.32430515567251
1,0,1,1,1.15293239931616,0.706900763651771,2.72457757952243,1.32849393581193
1,0,1,1,1.15476434771872,0.720785274716524,3.08557330213186,1.26668070201601
1,0,1,1,1.10988147874007,0.737161584650027,2.83832857048194,1.30602082384254
1,0,1,1,1.16331424935437,0.73934341308017,3.15151443266383,1.39510415845599
1,0,1,1,1.15946570085756,0.698017875480463,3.00540322574165,1.28720448644618
1,0,1,1,1.19382653435621,0.768813275586226,3.24651622305918,1.28010412372155
1,0,1,1,1.15973660077242,0.684291412508862,3.11024502995389,1.23523610658808
1,0,1,1,1.16294466675234,0.707536367740428,3.40125497569792,1.42069250545838
1,0,1,1,1.10854291039589,0.750935295435335,3.42765549086821,1.38020962638118
1,0,1,1,1.12696413395245,0.790477648601172,3.65634636260451,1.20830359547416
1,0,1,1,1.26696712753985,0.811757802914469,3.09186618485613,1.34758520354675
1,0,1,1,1.10288851911543,0.694060895646218,2.94080094814035,1.31358639405146
1,0,1,1,1.16623192199032,0.66893779916953,2.8118480183553,1.13309288375024
1,0,1,1,1.01223009906582,0.733982449274826,3.03283755570429,1.28932991368884
0,0,0,1,1.27124628341457,0.783082014382944,2.83630567498042,1.32846354683368
1,0,1,1,1.14503963660456,0.759649598562823,3.27001382543895,1.24623023193156
1,0,1,1,1.07943250258782,0.692080433449164,2.89500264394487,1.25300906223217
1,0,1,1,1.04407113684756,0.749967399662577,3.27390104809698,1.16998833701483
1,0,1,1,1.19611728192863,0.680647376437726,3.25333500212938,1.47094260236338
1,0,1,1,1.18796247154655,0.807926742689913,3.13965010241316,1.27344548533128
1,0,1,1,1.1475533190878,0.707329590578006,3.20701015347214,1.33685709274053
1,0,1,1,1.17089536526024,0.736237589180148,2.91208857455905,1.32912166181229
1,0,1,1,1.17202276820181,0.68914080705868,2.90480517109266,1.26448892628902
1,0,1,1,1.13695585574873,0.691758106994232,3.32431180779448,1.21646432692598
1,0,1,1,1.12833924050446,0.714263361471959,3.00892891199293,1.50276132878253
1,0,1,1,1.10516954032384,0.746227173091837,2.94155641480173,1.16985489083518
1,0,1,1,1.1689043029913,0.812255500101356,2.99509624948825,1.29908554969465
0,0,0,0,1.20431265717896,0.761286376727928,2.88315889549785,1.23219392791926
1,0,1,1,1.14597723811138,0.741802326218769,2.82632808597244,1.25995312754329
1,0,1,0,1.13494084636953,0.721388815147762,3.46204549569843,1.27860285673294
1,0,1,1,1.03691144804196,0.639504877868187,2.96006758094021,1.37486774225526
1,0,1,1,1.2132376872665,0.770413877029275,3.11079466607395,1.27952013120254
1,0,1,1,1.12756193957186,0.804782895049308,2.88918036440124,1.23376979159758
1,0,1,1,1.14514305470896,0.734236186761118,3.03157859791125,1.21035451837262
1,0,1,1,1.03598772546168,0.726567996413109,2.93393137209471,1.20563023093529
1,0,1,1,1.18644395729702,0.699907425411009,2.90117219367282,1.3199791418395
1,0,1,1,1.15443431956459,0.712845871599335,3.19722118940992,1.28757133090104
1,0,1,1,1.13389509268615,0.682229130966951,2.90877932978587,1.28538310184039
1,0,1,1,1.11804811419553,0.768816658332057,2.84086126632982,1.22329237500128
1,0,1,0,1.02536772128082,0.670872059070843,3.23538747886933,1.42394113895146
1,0,1,0,1.04185692203352,0.75047015448506,3.20899328528603,1.20536046644631
1,0,1,1,1.17656625527348,0.793991398834438,3.17599385279464,1.33586644079957
1,0,1,1,1.05180412613715,0.702004598342151,2.8244929280425,1.2758369398717
1,0,1,1,1.06084668339144,0.715117489930445,3.20359127765449,1.22275937920668
1,0,1,1,1.0809076191579,0.764210739193255,2.98325674793837,1.35575184060586
1,0,1,1,1.09719275090061,0.738701693099032,2.93969071695927,1.14376634252821
1,0,1,1,1.07386947900961,0.687986010135686,2.98496754482908,1.33087875963148
1,0,1,1,1.14445629836773,0.699157365621697,3.08703890502618,1.27805526414769
1,0,1,1,1.04703624066028,0.713811751512851,3.0333564557925,1.23761073877832
1,0,1,1,1.02851486006997,0.649964652198646,3.2091039831142,1.26172411207263
1,0,1,0,1.01571101048792,0.696645708416027,3.12803340514271,1.25810202965058
